Código CCN;Código CNH;Nombre;Comunidad Autónoma;Provincia;Municipio;Dirección;Código Postal;Teléfono;Número de camas instaladas;Tipo de Centro;Dependencia Funcional;Observaciones;Concierto;Acreditación Docente
1328000037;280777;COMPLEJO ASISTENCIAL BENITO MENNI;MADRID;MADRID;Ciempozuelos;Calle De Los Jardines 1;28350;918930150;318;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Concierto parcial;NO
1430000058;300281;HOSPITAL DE LA VEGA LORENZO GUIRAO;REGIÓN DE MURCIA;MURCIA;Cieza;Carretera De Abaran S/N;30530;968775550;124;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
813000595;130127;HOSPITAL GENERAL DE CIUDAD REAL;CASTILLA-LA MANCHA;CIUDAD REAL;Ciudad Real;Calle Obispo Rafael Torija S/N;13005;926278000;564;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
813000583;130034;SERVICIOS SANITARIOS Y ASISTENCIALES;CASTILLA-LA MANCHA;CIUDAD REAL;Ciudad Real;Ronda Del Carmen S/Nº;13002;926231275;85;Hospitales de salud mental y tratamiento de toxicomanías;DIPUTACIÓN O CABILDO;;Sin concierto;SI
813000043;130049;HOSPITAL QUIRONSALUD CIUDAD REAL;CASTILLA-LA MANCHA;CIUDAD REAL;Ciudad Real;Calle Alisos 19;13002;926255008;47;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
407000032;70244;CLINICA JUANEDA MENORCA;ILLES BALEARS;ILLES BALEARS;Ciutadella de Menorca;Calle Canonge Moll S/N;7760;971480505;41;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
333004419;330143;HOSPITAL DE JARRIO;PPDO. DE ASTURIAS;ASTURIAS;Coaña;Carretera De Jarrio S/N;33719;985639300;105;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);SI
1328016665;281359;IDCSALUD VILLALBA, S.A.;MADRID;MADRID;Collado Villalba;Carretera De Alpedrete M-608, KM. 41;28400;0;209;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
114000531;140060;HOSPITAL PROVINCIAL;ANDALUCÍA;CÓRDOBA;Córdoba;Avenida Menendez Pidal S/N;14004;957011604;406;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
114000530;140230;Hospital Universitario Reina Sofia;ANDALUCÍA;CÓRDOBA;Córdoba;Avenida Menendez Pidal S/N;14004;957010380;606;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
114003668;140241;HOSPITAL QUIRONSALUD CORDOBA;ANDALUCÍA;CÓRDOBA;Córdoba;Avenida Del Aeropuerto, S/N S/N;14004;957410000;115;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
114000537;140076;HOSPITAL CRUZ ROJA DE CORDOBA;ANDALUCÍA;CÓRDOBA;Córdoba;Paseo De La Victoria S/N;14004;957420666;138;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
114000532;140039;HOSPITAL LOS MORALES;ANDALUCÍA;CÓRDOBA;Córdoba;Carretera Los Molares S/N;14012;957012042;24;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
114000536;140082;HOSPITAL SAN JUAN DE DIOS DE CORDOBA;ANDALUCÍA;CÓRDOBA;Córdoba;Avenida Del Brillante 106;14012;957274600;189;Hospitales Generales;PRIVADOS;;Sin concierto;NO
114000533;140044;HOSPITAL MATERNO - INFANTIL DEL H.U. REINA SOFIA;ANDALUCÍA;CÓRDOBA;Córdoba;Avenida Menendez Pidal S/N;14004;957010380;197;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1110000563;100041;HOSPITAL CIUDAD DE CORIA;EXTREMADURA;CÁCERES;Coria;Calle Cervantes 75;10800;927149200;103;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
908005255;81717;CENTRE SOCIOSANITARI SARQUAVITAE SANT JORDI;CATALUÑA;BARCELONA;Cornellà de Llobregat;Carretera Sant Joan Despi 60;8940;934752690;51;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
1215000172;150011;COMPLEXO HOSPITALARIO UNIVERSITARIO A CORUÑA;GALICIA;A CORUÑA;Coruña, A;Lugar Jubias De Arriba 84;15006;981178000;1341;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1215000175;150079;HOSPITAL SAN RAFAEL;GALICIA;A CORUÑA;Coruña, A;Lugar Jubias De Arriba 82;15006;981179000;120;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1215000173;150050;CENTRO ONCOLOXICO DE GALICIA;GALICIA;A CORUÑA;Coruña, A;Calle Doctor Camilo Veiras 1;15009;981287499;56;Hospitales especializados;PRIVADOS;;Concierto sustitutorio;NO
1215000174;150063;HOSPITAL QUIRONSALUD A CORUÑA;GALICIA;A CORUÑA;Coruña, A;Calle Londres 2;15009;981219800;127;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1215000176;150354;HM MODELO-BELEN;GALICIA;A CORUÑA;Coruña, A;Calle Virrey Osorio 30;15011;981147300;146;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000032;280796;HOSPITAL ASEPEYO MADRID;MADRID;MADRID;Coslada;Calle De Joaquin De Cardenas 2;28823;916735011;133;Hospitales especializados;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;;Sin concierto;SI
1328000081;281269;EMPRESA PUBLICA HOSPITAL DEL HENARES;MADRID;MADRID;Coslada;Avenida Marie Curie S/N;28822;911912000;243;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
816000170;160014;HOSPITAL VIRGEN DE LA LUZ;CASTILLA-LA MANCHA;CUENCA;Cuenca;Calle Hermandad Donantes De Sangre 1;16002;969179900;388;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
816000342;160053;HOSPITAL RECOLETAS CUENCA, S.L.U.;CASTILLA-LA MANCHA;CUENCA;Cuenca;Avenida De San Julian 1;16003;969232500;30;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1003000179;30128;HOSPITAL SAN CARLOS DE DENIA GRUPO HLA;COMUNIDAD VALENCIANA;ALICANTE;Dénia;Partida Madrigueres Sud 8;3700;902300124;31;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1003000248;30340;HOSPITAL DE DENIA;COMUNIDAD VALENCIANA;ALICANTE;Dénia;Calle Beniadla S/N;3700;966429000;266;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1003000098;30351;HOSPITAL LA PEDRERA;COMUNIDAD VALENCIANA;ALICANTE;Dénia;Partida Plana Est 4;3700;965579702;107;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1106000792;60093;HOSPITAL DON BENITO-VILLANUEVA DE LA SERENA;EXTREMADURA;BADAJOZ;Don Benito;Carretera Don Benito Villanueva 0;6400;924386800;277;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1106000744;60297;HOSPITAL PARQUE VEGAS ALTAS;EXTREMADURA;BADAJOZ;Don Benito;Avenida Madrid 1;6400;924808482;21;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;SI
1620000010;200261;HOSPITAL UNIVERSITARIO DONOSTIA;PAÍS VASCO;GUIPÚZCOA;Donostia/San Sebastián;Paseo Doctor Jose Begiristain 109;20014;943007060;1054;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1620000002;200104;POLICLINICA GIPUZKOA;PAÍS VASCO;GUIPÚZCOA;Donostia/San Sebastián;Paseo Paseo De Miramon 174;20009;943002800;149;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1620000001;200049;MUTUALIA CLINICA PAKEA;PAÍS VASCO;GUIPÚZCOA;Donostia/San Sebastián;Paseo Paseo De Arriola 26;20018;902540250;29;Hospitales especializados;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;;Concierto parcial;NO
1620000013;200271;HOSPITAL SAN JUAN DE DIOS;PAÍS VASCO;GUIPÚZCOA;Donostia/San Sebastián;Camino Camino San Juan De Dios 12;20009;943460033;81;Hospitales de salud mental y tratamiento de toxicomanías;ORGANIZACIONES NO GUBERNAMENTALES;;Concierto parcial;NO
1620000012;200071;HOSPITAL RICARDO BERMINGHAM;PAÍS VASCO;GUIPÚZCOA;Donostia/San Sebastián;Camino Los Pinos, Camino/Bidea 35;20018;943317102;105;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;SI
1620000011;200132;FUNDACION ONKOLOGIKOA FUNDAZIOA;PAÍS VASCO;GUIPÚZCOA;Donostia/San Sebastián;Paseo Paseo Doctor Beguiristain 121;20014;943328000;45;Hospitales especializados;PRIVADOS;;Concierto parcial;SI
141006465;410432;CLINICA DE SALUD MENTAL MIGUEL DE MAÑARA;ANDALUCÍA;SEVILLA;Dos Hermanas;Calle Hermanos De La Cruz Blanca 1;41089;954127033;18;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
141001379;410233;HOSPITAL SAN AGUSTIN;ANDALUCÍA;SEVILLA;Dos Hermanas;Calle Prolongacion Doctor Fleming, Sector 13 S/N;41703;955050570;93;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
141006017;410419;HOSPITAL DE ALTA RESOLUCION DE ECIJA;ANDALUCÍA;SEVILLA;Écija;Avenida Doctor Sanchez Malo 73;41400;0;38;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1620003048;200270;EIBAR OSPITALEA;PAÍS VASCO;GUIPÚZCOA;Eibar;Calle 6-8 S/N;20600;943032802;40;Hospitales de media y larga estancia;OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA;;Sin concierto;NO
407001219;70201;POLICLINICA NUESTRA SRA. DEL ROSARIO;ILLES BALEARS;ILLES BALEARS;Eivissa;Via Romana S/N;7800;971301916;70;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
407000010;70184;HOSPITAL CAN MISSES;ILLES BALEARS;ILLES BALEARS;Eivissa;Calle Corona S/N;7800;971397054;245;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
250000095;500200;CENTRO SANITARIO CINCO VILLAS;ARAGÓN;ZARAGOZA;Ejea de los Caballeros;Calle Antonio Machado S/N;50600;976677978;32;Otros Centros con Internamiento;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
104000321;40118;HOSPITAL DE PONIENTE;ANDALUCÍA;ALMERÍA;Ejido, El;Carretera Almerimar S/N;4700;950022500;273;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1003000333;30384;HOSPITAL IMED ELCHE;COMUNIDAD VALENCIANA;ALICANTE;Elche/Elx;Calle Max Planck S/N;3203;965503030;98;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1003000255;30373;HOSPITAL UNIVERSITARIO VINALOPO;COMUNIDAD VALENCIANA;ALICANTE;Elche/Elx;Calle Tonico Sansano Mora 14;3293;966679800;214;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);SI
1003000142;30152;HOSPITAL GENERAL UNIVERSITARIO DE ELCHE;COMUNIDAD VALENCIANA;ALICANTE;Elche/Elx;Calle Cami Almazara 11;3203;966616900;492;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1003000200;30165;HOSPITAL GENERAL UNIVERSITARIO DE ELDA-VIRGEN DE LA SALUD;COMUNIDAD VALENCIANA;ALICANTE;Elda;Carretera Sax S/N;3600;966989000;513;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1648000017;480305;HOSPITAL QUIRONSALUD BIZKAIA;PAÍS VASCO;VIZCAYA;Erandio;Carretera Leioa-Unbe, Carretera/Errepidea 33;48950;944898000;110;Hospitales Generales;PRIVADOS;;Sin concierto;NO
908005178;80728;CLINICA NOSTRA SENYORA DE GUADALUPE;CATALUÑA;BARCELONA;Esplugues de Llobregat;Calle Francesc Moragas 2;8950;934702970;159;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
908005177;80713;HOSPITAL DE SANT JOAN DE DEU.;CATALUÑA;BARCELONA;Esplugues de Llobregat;Calle Sant Joan De Deu 2;8950;932804000;401;Hospitales especializados;PRIVADOS;;Red de utilización pública (RUP);SI
908005149;82167;CLINICA DIAGONAL;CATALUÑA;BARCELONA;Esplugues de Llobregat;Calle Sant Mateu 24;8950;932053213;98;Hospitales Generales;PRIVADOS;;Sin concierto;NO
908005257;81784;CENTRE SOCIOSANITARI D'ESPLUGUES;CATALUÑA;BARCELONA;Esplugues de Llobregat;Via Augusta 66-70;8950;936406350;131;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
1531000730;310121;HOSPITAL GARCIA ORCOYEN;C. FORAL DE NAVARRA;NAVARRA;Estella-Lizarra;Calle Santa Soria 22 -;31200;848435000;93;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);NO
129001851;290382;HOSPITEN ESTEPONA;ANDALUCÍA;MALAGA;Estepona;Carretera Nacional 340 S/N;29680;952760600;74;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1215000177;150130;COMPLEXO HOSPITALARIO UNIVERSITARIO DE FERROL;GALICIA;A CORUÑA;Ferrol;Avenida Residencia S/N;15405;981334000;457;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1215000178;150177;HOSPITAL JUAN CARDONA;GALICIA;A CORUÑA;Ferrol;Calle Pardo Bazan S/N;15406;981312500;150;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
917000827;170288;CENTRE SOCIOSANITARI BERNAT JAUME;CATALUÑA;GIRONA;Figueres;Ronda Rector Arolas S/N;17600;972501400;121;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
917000810;170123;HOSPITAL DE FIGUERES;CATALUÑA;GIRONA;Figueres;Ronda Rector Arolas S/N;17600;972501400;168;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);SI
917000811;170139;CLINICA SANTA CREU;CATALUÑA;GIRONA;Figueres;Calle Pere Iii, 41;17600;972503650;35;Hospitales Generales;PRIVADOS;;Sin concierto;NO
407001619;70366;HOSPITAL DE FORMENTERA;ILLES BALEARS;ILLES BALEARS;Formentera;Calle Venda Des Brolls S/N;7860;971321212;12;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
222000030;220105;CENTRO SANITARIO BAJO CINCA-BAIX CINCA;ARAGÓN;HUESCA;Fraga;Calle Hermana Andresa 2;22520;974474545;20;Otros Centros con Internamiento;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1328000071;281146;HOSPITAL UNIVERSITARIO DE FUENLABRADA;MADRID;MADRID;Fuenlabrada;Camino Del Molino 2;28942;916006000;406;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1648000015;480209;HOSPITAL GALDAKAO-USANSOLO;PAÍS VASCO;VIZCAYA;Galdakao;Barrio Labeaga 46A;48960;944007000;464;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1046000268;460207;HOSPITAL FRANCESC DE BORJA DE GANDIA;COMUNIDAD VALENCIANA;VALENCIA;Gandia;Avenida Medicina (De La) 6;46702;962849500;285;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1046000390;460327;HOSPITAL IMED GANDIA;COMUNIDAD VALENCIANA;VALENCIA;Gandia;Calle Daimus 26;46701;962874740;11;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1328000062;280989;HOSPITAL UNIVERSITARIO DE GETAFE;MADRID;MADRID;Getafe;Carretera De Madrid-Toledo KM.12,500;28905;916839360;510;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
333002581;330332;CLINICA PSIQUIATRICA SOMIO;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Carretera La Providencia-Infanzon, 3518 3518;33203;985133806;40;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
333005233;330354;HOSPITAL GIJON;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Avenida De La Costa 45;33201;985360612;32;Hospitales de media y larga estancia;PRIVADOS;;Sin concierto;NO
333002776;330194;HOSPITAL DE JOVE;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Avenida Eduardo Castro S/N;33290;985320050;233;Hospitales Generales;PRIVADOS;;Concierto sustitutorio;SI
333002775;330169;HOSPITAL CRUZ ROJA;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Calle Uria 37;33202;985195000;120;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
333002780;330156;HOSPITAL UNIVERSITARIO DE CABUEÑES;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Calle Los Prados 395;33203;985185000;457;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
333002526;330208;HOSPITAL  BEGOÑA;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Avenida Pablo Iglesias 92;33204;985367711;41;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
333002781;330175;SANATORIO NTRA. SRA. DE COVADONGA;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Calle General Suarez Valdes 40;33204;985365122;24;Hospitales Generales;PRIVADOS;;Sin concierto;NO
333003295;330365;CENTRO TERAPEUTICO VISTA ALEGRE;PPDO. DE ASTURIAS;ASTURIAS;Gijón;Calle Profesor Perez Pimentel (La Guia - Somio) 30;33203;985363435;28;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
917000824;170242;RESIDENCIA GERIATRICA MARIA GAY;CATALUÑA;GIRONA;Girona;Calle Portal Nou 12;17004;972205045;24;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
917000825;170255;CENTRE SOCIOSANITARI MUTUAM GIRONA;CATALUÑA;GIRONA;Girona;Avenida França 64;17007;972171819;90;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
917000815;170062;CLINICA QUIRURGICA ONYAR;CATALUÑA;GIRONA;Girona;Calle Heroines De Santa Barbara 6;17004;972204900;38;Hospitales Generales;PRIVADOS;;Sin concierto;NO
917000812;170031;CLINICA BOFILL;CATALUÑA;GIRONA;Girona;Ronda Sant Antoni Maria Claret, 20;17002;972204350;47;Hospitales Generales;PRIVADOS;;Sin concierto;NO
917000822;170221;RESIDENCIA DE GENT GRAN PUIG D'EN ROCA;CATALUÑA;GIRONA;Girona;Calle Antoni Vares I Martinell 37;17007;972209250;55;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);SI
917000813;170010;HOSPITAL UNIVERSITARI DE GIRONA DR. JOSEP TRUETA;CATALUÑA;GIRONA;Girona;Avenida França S/N;17007;972940200;431;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);SI
917000814;170059;CLINICA GIRONA;CATALUÑA;GIRONA;Girona;Calle Joan  Maragall 26;17002;972204500;123;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);NO
917000828;170299;INSTITUT CATALA D'ONCOLOGIA GIRONA - HOSPITAL JOSEP TRUETA;CATALUÑA;GIRONA;Girona;Avenida França S/N;17007;972940200;26;Hospitales especializados;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);NO
1046000278;460180;CASA DE REPOSO SAN ONOFRE;COMUNIDAD VALENCIANA;VALENCIA;Godella;Avenida Joan Peset 31;46110;639634017;76;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
1648000021;480216;HOSPITAL DE GORLIZ;PAÍS VASCO;VIZCAYA;Gorliz;Paseo Urezarantza 1;48630;944006600;149;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
118000563;180055;HOSPITAL SAN RAFAEL;ANDALUCÍA;GRANADA;Granada;Calle San Juan De Dios 19-23;18001;958275700;166;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
118000560;180166;HOSPITAL MATERNO-INFANTIL DEL H.U. VIRGEN DE LAS NIEVES;ANDALUCÍA;GRANADA;Granada;Avenida De Las Fuerzas Armadas 2;18014;0;170;Hospitales especializados;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
118004856;180042;HOSPITAL DE NEUROTRAUMATOLOGIA Y REHABILITACION DEL H.U. VIRGEN DE LAS NIEVES;ANDALUCÍA;GRANADA;Granada;Carretera De Jaã©N S/N;18013;958020000;185;Hospitales especializados;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
118000556;180016;HOSPITAL UNIVERSITARIO VIRGEN DE LAS NIEVES;ANDALUCÍA;GRANADA;Granada;Avenida De Las Fuerzas Armadas 2;18014;958020000;356;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
118004562;180150;HOSPITAL UNIVERSITARIO CLINICO SAN CECILIO;ANDALUCÍA;GRANADA;Granada;Avenida De La Investigacion S/N;18016;958021702;543;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
118004282;180146;HOSPITAL VITHAS LA SALUD;ANDALUCÍA;GRANADA;Granada;Avenida Santa Maria De La Alhambra S/N;18008;958001450;77;Hospitales Generales;PRIVADOS;;Sin concierto;NO
118000553;180074;HOSPITAL DE LA INMACULADA CONCEPCION;ANDALUCÍA;GRANADA;Granada;Calle Doctor Alejandro Otero 8;18004;958187712;95;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
908005179;80734;HOSPITAL GENERAL DE GRANOLLERS;CATALUÑA;BARCELONA;Granollers;Avenida Francesc Ribas 1;8402;938425000;306;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);SI
908005248;81661;BENITO MENNI COMPLEX ASSISTENCIAL EN SALUT MENTAL;CATALUÑA;BARCELONA;Granollers;Calle Francesc Ribas 59;8402;938425035;30;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);NO
908005227;81402;MUTUA DE GRANOLLERS, MUTUA DE PREVISIO SOCIAL A PRIMA FIXA;CATALUÑA;BARCELONA;Granollers;Plaza Pau Casals S/N;8402;938708099;20;Hospitales Generales;PRIVADOS;;Sin concierto;NO
819000193;190045;CLINICA DOCTOR SANZ VAZQUEZ;CASTILLA-LA MANCHA;GUADALAJARA;Guadalajara;Paseo Doctor Fernandez Iparraguirre 6;19001;949227200;40;Hospitales Generales;PRIVADOS;;Sin concierto;NO
819000009;190019;HOSPITAL UNIVERSITARIO DE GUADALAJARA;CASTILLA-LA MANCHA;GUADALAJARA;Guadalajara;Avenida Donantes De Sangre S/N;19002;949209200;432;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
819000010;190077;INSTITUTO DE ENFERMEDADES NEUROLOGICAS DE CASTILLA-LA MANCHA;CASTILLA-LA MANCHA;GUADALAJARA;Guadalajara;Paseo De La Estacion 2;19004;949211500;147;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
819000025;190030;CLINICA LA ANTIGUA;CASTILLA-LA MANCHA;GUADALAJARA;Guadalajara;Calle Constitucion 18;19003;949223600;57;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000033;280800;HOSPITAL DE GUADARRAMA;MADRID;MADRID;Guadarrama;Paseo Molino Del Rey 2;28440;918562000;144;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1328000088;281326;CASTA SALUD, S.L.U.;MADRID;MADRID;Guadarrama;Carretera De La Coruña KM.50,300;28440;915949500;160;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Concierto parcial;NO
118001566;180122;HOSPITAL DE ALTA RESOLUCION DE GUADIX;ANDALUCÍA;GRANADA;Guadix;Avenida Mariana Pineda S/N;18500;958699136;50;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1726000383;260121;CENTRO SOCIOSANITARIO DE CONVALENCENCIA LOS JAZMINES;LA RIOJA;LA RIOJA;Haro;Calle Severo Ochoa 5;26200;941303650;26;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
802000003;20096;HOSPITAL DE HELLIN;CASTILLA-LA MANCHA;ALBACETE;Hellín;Calle Juan Ramon Jimenez 40;2400;967309500;135;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1620000005;200163;HOSPITAL BIDASOA (OSI BIDASOA);PAÍS VASCO;GUIPÚZCOA;Hondarribia;Barrio Finca Zubieta, Barrio Mendelu S/N;20280;943007702;101;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
908005230;81461;INSTITUT CATALA D'ONCOLOGIA - HOSPITAL DURAN I REYNALS;CATALUÑA;BARCELONA;Hospitalet de Llobregat, L';Avenida Gran Via 203;8908;933357011;126;Hospitales especializados;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);NO
